Title,Fuel,Price,Engine,Location,Transmission,Range,Description
bmw x7 (2019),Bensin,Rp 975.000.000,>2.000 - 3.000 cc,"Cilandak, Jakarta Selatan",Automatic,20.000-25.000 Km,"Deskripsi Plat Genap, Alpine White On Tartufo Merino Leather, Tangan Pertama Dari Baru, KM 21.000, NIK 2019 Akhir, Pajak Panjang Sampai Bulan 01 2026, New BMW G07 X7 xDrive 40i Pure Excellence CBU, 3.0L TwinPower Turbo 340Hp Engine, BMW Laserlight Headlamp, BMW Kidney Front Grille, LED Strips Foglamp, Panoramic Roof with Sky Lounge Instrument, 16Speaker Harman Kardon Premium Audio, Original Merino Leather Seat with Diamond Motif, Electric Seat with Memory, 12.3inch Control Display with iDrive 7.0, Ambient Light, 10.2inch Rear Seat Entertainment Professional, Tinggal Pakai. . . For Cash : Rp 1.025 M For Credit : Rp 975 Juta . 3 Tahun TDP : 289.9 Juta Angsuran : Rp 27.7 Juta X 35 . 4 Tahun TDP : Rp 292.8 Juta Angsuran : Rp 22.1 Juta X 47 . Terima Tukar Tambah Mobil lama Anda Harga Bisa Nego Langsung Di Tempat Sampai Deal . Bonus!! -Free Towing selama 1tahun -Lulus otospector -Garansi Otospector (Syarat & Ketentuan Berlaku) . AUTOFAME MENERIMA •Menerima Jual Beli dan Tukar Tambah •Pembayaran bisa dengan (Cash / Kredit) •Autofame siap (General Check Up) ke bengkel resmi untuk membuktikan mobil kita berkualitas . Search google : Autofame Search waze : Autofame . Buka Setiap Hari: 09:00 - 18.00 (Sabtu / Minggu / Tanggal Merah tetap buka yaaa!!) -QUALITY IS OUR PRIORITY- . AUTOFame Cibubur Kota Wisata Somerset N 8 no. 5 Jalan Transyogie Km.6 Cibubur . AUTOFame Mangga dua square) Bursa otomotif Mangga dua square (BOM's) Lot L18-23 Jalan Gunung Sahari No. 1 Jakarta utara"
mitsubishi triton (2022),Diesel,Rp 420.000.000,>2.000 - 3.000 cc,"Kebayoran Baru, Jakarta Selatan",Manual,25.000-30.000 Km,"Deskripsi Mitsubishi Strada Triton 2.5 Exceed Double Cabin 4x4 solar manual tahun 2022 nama pribadi. Pajak panjang bln 7/2026, KM asli 26rb terawat, surat surat lengkap fullset, ban tebal, mesin dan bodi bagus masih seperti baru harga 420 jt nego"
suzuki jimny (2020),Bensin,Rp 375.000.000,>1.500 - 2.000 cc,"Kebayoran Baru, Jakarta Selatan",Automatic,5.000-10.000 Km,"Deskripsi Suzuki Jimny Jb74 Allgrip AT Hijau Army 2020 * Harga Paket Kredit Rp 375 Jt * • Km 15.000 Asli Record Suzuki • Kondisi Full Original & Standar Pabrik • An.Pribadi , Pjk 02-26 , Nopol Ganjil • Rare Item (Jdm Car Hobby) • Body Original Cat • Kondisi Gress Like New • Interior Bersih Dan Masih Seperti Baru • Headlamp Led , Drl Led • Multimedia , Camera , Android Auto • Manualbook Dan Doc Lengkap • Dijamin Bebas Banjir Dan Tabrak Minat  : Call Dan Wa"
bmw x5 (2015),Bensin,Rp 440.000.000,>3.000 cc,"Kebayoran Baru, Jakarta Selatan",Otomatis,30000 Km,"Deskripsi BMW X5 xDrive35i M Sport 2015 Very LOW odo15rb, M Carbon Black (Warna khusus M), Interior Coffee Tangan pertama dari baru Pajak panjang 7/26, Plat B Genap Knalpot armytrix (valvetronic pakai hp) M Sport package Bumper M Sport Side skirt M Sport Velg M Sport Stir M Sport 3000cc inline 6 TwinPower Turbo ZF 8 speed automatic All Wheel Drive Panoramic sunroof Cruise control Krey belakang AC 4 zone Harga kredit 440jt 5 tahun Harga cash 500jt BMW Bekas.idn Bursa Mobil MGK Lt3 Blok S69 Kemayoran, Jakarta Pusat"
mg 5 gt (2023),Bensin,Rp 228.000.000,>1.000 - 1.500 cc,"Pasar Minggu, Jakarta Selatan",Automatic,25.000-30.000 Km,"Deskripsi Type   : MG 5 GT magnify 1.5 Matik 2023 Tahun : 2023 Km      :   26.ribu   (Record) Pajak  :  bln 10 2026 Plat     : B genap - BELI MOBIL BEKAS BERKUALITAS HANYA DI KT88CARS !! - Garansi Langsung 1 Tahun Gratis Jaminan Garansi Meliputi : Mesin – Transmisi – AC - Kaki-kaki - Sistem Pengereman Layanan ERA (Emergency Road Asistance, Towing darurat) 24 Jam Di Seluruh Indonesia (Syarat dan Ketentuan Berlaku) - Bonus! Free Detailing E Money Flazz, Saldo sampai dengan 2 Jt Rupiah - Mobil mulus dan terawat Tidak bekas banjir dan tidak bekas tabrak Free garansi mesin dan transmisi 1 thn via kredit Free asuransi 1 thn via kredit - Bisa General Check ke Dealer resmi Mobil telah lulus inspek by otospector Mobil siap pakai Bisa Trade in / Tukar Tambah Siap kirim luar kota - KT88Cars Showroom Jual Beli Mobil Bekas Berkualitas Menyediakan banyak pilihan mobil bekas siap pakai Terpercaya, dan memiliki beberapa cabang di Jabodetabek - OTR KREDIT 228  JT OPEN CASH BY CALL - DP Minim : TDP 20,000,000 Angsuran 7.230.000  x 47.bln Angsuran  6.240.000x 59 .bln DP Normal TDP 78 ,000,000 Angsuran  5.707.000x47 bln Angsuran  4.887.000x59 bln - UNTUK REQUEST TDP / HITUNGAN LAIN TENOR 1-6 TAHUN, SILAKAN HUBUNGI KAMI Semua bisa di negoisasi Harga kredit tertera adalah harga minimal kredit dengan tenor 4&5  tahun - LOKASI MOBIL : *SHOWROOM KT88CARS* Bursa Mobil Mega Glodok Kemayoran MGK lantai 3 blok S no 50, RT.5/RW.10, Gn. Sahari Sel., Kec. Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10610 - BISA CEK MOBIL DI LOKASI CABANG LAIN, INFO LEBIH LENGKAP SILAKAN HUBUNGI KAMI"
toyota agya (2013),Bensin,Rp 80.000.000,>1.000 - 1.500 cc,"Kebayoran Baru, Jakarta Selatan",Manual,120.000-125.000 Km,"Deskripsi Daihatsu Agya 1.0 G TRD 2013 Warna            : Hitam Transmisi      : Manual Bahan Bakar : Bensin Spesifikasi Kendaraan 1000 CC KM 130ribuan TGN Pertama Ban masih bagus eksterior mulus elektrik masih normal semua Surat2 Kendaraan dijamin lengkap dan asli kalo liat pasti suka Harga Paket Kredit 80 juta Tdp : 23 jt Angsuran 2.226.000 x 47 note  Dp sudah termasuk angsuran pertama Harga Cash 90jt *A&S Auto Gallery (Susi) Jl.Imam Bonjol no 8A ,Karawaci-Tangerang # 100% Mesin Bukan Bekas Banjir /Major Accident #Dokumen mobil dijamin kelengkapan dan keabsahannya # Bukan Mobil Bekas Lelang/Tarikan Leasing # Menerima Tukar Tambah Mobil,  *SK berlaku #Sebelum dtg  jangan lupa hubungi Susi dulu untuk memastikan unitnya No HP diprofile yah"
mercedes-benz c250 (2014),Bensin,Rp 385.000.000,>1.500 - 2.000 cc,"Kebayoran Baru, Jakarta Selatan",Automatic,75.000-80.000 Km,Deskripsi Mercedes C250 AMG Line CBU Tahun 2014 Panoramic Cemera Power back door Odo. 78rb km Pajak nov 2025 siap pakai
mazda cx-5 (2019),Bensin,Rp 299.000.000,>2.000 - 3.000 cc,"Cilandak, Jakarta Selatan",Automatic,40.000-45.000 Km,Deskripsi Mazda CX-5 2019 A/T Elite 2.5 Metallic Grey Bpkb Stnk Faktur Surat Lengkap Kunci Asli + Kunci Serep Service record + buku servis Oli baru AC dingin Kaki Aman Matic Halus bebas tabrak bebas banjir KM42 rb on going Pajak September 2025 (lgsg BBN) bisa dibantu sehari kelar
toyota yaris (2021),Bensin,Rp 198.000.000,>1.000 - 1.500 cc,"Cilandak, Jakarta Selatan",Automatic,25.000-30.000 Km,"Deskripsi B 2199 UZM YARIS S TRD SPORTIVO AT (facelift) Th 2021 (nik 2021) Orange Low km 27 rb (record) Pajak 12 - 2025 An / perorangan - Open cash 230 jt nego - Kredit 198 JT (otr dp minim 5th) tdp 15jt,ang 5.590x59 Garansi otospector 1th mesin transmisi Paket A tdp 33jt,ang 5.915x47 tdp 33jt,ang(5.165x35)+(5.236x24) tdp 33jt,ang(4.620x47)+(4.722x24) Paket B tdp 50jt,ang 5.363x47 tdp 50jt,ang(4.682x35)+(4.747x24) tdp 50jt,ang(4.189x47)+(4.282x24) Kredit normal Dp 20 % (otr210) tdp 70.3jt,ang 4.700x47 tdp 71.6jt,ang(4.104x35)+(4.160x24)"
toyota vellfire (2013),Bensin,Rp 230.000.000,>2.000 - 3.000 cc,"Cilandak, Jakarta Selatan",Automatic,35.000-40.000 Km,Deskripsi Bismillah Dijual Vellfire Z Golden Eyes 2.4 2013 Tangan Pertama Dari Baru Atas Nama Pribadi Fullpaper lengkap sampai ke faktur Very Low Km 37.445 Very Well Maintenance Bebas Banjir Bebas Tabrak Pajak On Mepet 09 25 Lokasi Lebak Bulus 230jt Nett
toyota kijang innova (2019),Bensin,Rp 220.000.000,>1.500 - 2.000 cc,"Pasar Minggu, Jakarta Selatan",Manual,65.000-70.000 Km,"Deskripsi INNOVA G MT BENSIN 2.0 2019 SILVER Detail & Spesifikasi unit : - No Pol B Genap - Pajak 05/26 - KM 70 Ribuan - Service Record Toyota Kondisi Unit : -| Kendaraan 100% bukan bekas tabrakan -| Kendaraan 100% bukan bekas banjir -| Surat surat lengkap ke absahannya -| Kondisi mesin sangat baik -| Ruang mesin bebas bekas kebocoran oli -| Interior bebas bekas bau asap rokok -| Kaki kaki tidak ada bunyi kerusakan Harga Khusus Kredit : OTR Kredit : 220 Jt TDP 21 Jt, Angs 6,065,000 x 59 *Asuransi kombinasi & Garansi Mesin dan Transmisi 1 thn* Harga Cash by WA Untuk info hitungan TDP dan Angsuran bisa di sesuaikan, info by WA Fast Respon"
toyota kijang innova (2023),Hybrid,Rp 507.000.000,>1.500 - 2.000 cc,"Cilandak, Jakarta Selatan",Automatic,30.000-35.000 Km,"Deskripsi FOR SALE Toyota Innova Zenix Q Hybrid 2.0 Modelista Panoramic AT Silver Metalik NIK 2023, PAJAK BULAN 2 (2026), ODOMETER 30RB KM RECORD AUTHORIZED - BELI MOBIL BEKAS TANPA KHAWATIR CUMA DI BELANJAMOBIL! Kami Berikan Garansi Langsung 1 Tahun GRATIS! Jaminan Garansi Meliputi : 1. Mesin 2. Transmisi 3. ⁠AC 4. ⁠Kaki-kaki 5. ⁠Sistem Pengereman 6. ⁠Layanan ERA (Emergency Road Asistance, Towing darurat) Bonus! Free Detailing (pembersihan) 2x (1 tahun) -UNIT 100% BEBAS TABRAK DAN BEBAS BANJIR (garansi uang kembali) -Dokumen ABSAH ⁠Focus Motor / Belanja Mobil sudah hadir di Indonesia sejak 25 tahun. Prioritas kami adalah menjaga kepuasan customer dan berkomitmen untuk menghadirkan mobil bekas terbaik untuk konsumen. - OTR KREDIT 507JT OTR CASH ASK Bunga 0% TDP 380,262,000 Angsuran 19,001,000 x11 DP Minim Tdp 90jt Angs 14,029,500 x47 tlo Tdp 82jt Angs 12,323,000 x59 tlo Untuk request DP / Hitungan lain, silakan hubungin kami Harga kredit tertera adalah harga minimal kredit dengan tenor 4 & 5 tahun, diluar itu mengikuti harga Cash (karena kami mensubsidi refund bunga kepada anda) - Spesifikasi : * GZ Tweeter * Engine 2.0 cc 152 Hp (187 Nm) Dual VVT-i Hybrid * Electric Motor 113 Hp (206 Nm) * Toyota Safety Sense (TSS) * ECO Mode, POWER Mode, EV Mode * Panoramic Roof * 6 Speed Transmission * Keyless Start & Stop Engine * Electric Miror And Retract * Dash Cam * T intouch Live Connected, Wireless Charging * Audio Steering Switch, Cruise Control * Toyota Headunit LCD Touchscreen Apple Carplay & Android Auto * 2 TV Rear Entertainment System, Captain Seat * Adjustable Original Fabric seat * LED Multireflector Headlamp With DRL, Foglamp * Rear LED Stop Lamp * SRS Airbags, ABS, EBD, BA, VSC, COMPLETE SAFETY CAR * 360 View Parking Camera, Parking Sensor * Electric Parking Handbrake, Traction Control System, Electric Hold Brake * Power Back Door With Voice * Kaca Film 3M * Buku Manual + Service, Kunci Cadangan Tersedia LOKASI : Bursa Otomotif Mangga Dua Square, Focus Motor, Jakarta Utara. (MEY) (B)"
toyota alphard (2023),Bensin,Rp 875.000.000,>2.000 - 3.000 cc,"Cilandak, Jakarta Selatan",Automatic,20.000-25.000 Km,"Deskripsi FOR SALE Toyota Alphard 2.5 G ATPM TSS Pilot Seat AT Black On Beige NIK 2023, PAJAK BULAN 12 (2025), ODOMETER LOW 24RB KM RECORD AUTHORIZED - BELI MOBIL BEKAS TANPA KHAWATIR CUMA DI BELANJAMOBIL! Kami Berikan Garansi Langsung 1 Tahun GRATIS! Jaminan Garansi Meliputi : 1. Mesin 2. Transmisi 3. ⁠AC 4. ⁠Kaki-kaki 5. ⁠Sistem Pengereman 6. ⁠Layanan ERA (Emergency Road Asistance, Towing darurat) Bonus! Free Detailing (pembersihan) 2x (1 tahun) -UNIT 100% BEBAS TABRAK DAN BEBAS BANJIR (garansi uang kembali) -Dokumen ABSAH ⁠Focus Motor / Belanja Mobil sudah hadir di Indonesia sejak 25 tahun. Prioritas kami adalah menjaga kepuasan customer dan berkomitmen untuk menghadirkan mobil bekas terbaik untuk konsumen. - OTR KREDIT 875 JUTA OTR CASH ASK Bunga 0% TDP 742,893,000 Angsuran 37,000,000 x11 DP Normal 20% TDP 257,874,472 Angs 21,412,224 4th x47 TDP 259,275,059 Angs 18,452,811 5th x59 DP Minim Tdp 162jt Angs 27,261,500 x47 tlo Tdp 145jt Angs 23,931,500 x59 tlo Untuk request DP / Hitungan lain, silakan hubungin kami Harga kredit tertera adalah harga minimal kredit dengan tenor 4 & 5 tahun, diluar itu mengikuti harga Cash (karena kami mensubsidi refund bunga kepada anda) - Spesifikasi : * TSS TOYOTA SAFETY SENSE ( PCS, DRCC, LDA, AHB, PSB, TPMS, ICS ) * Electric Sunroof & Moonroof * Engine 2.5L 2AR-FE Dual VVT-i * Audio Steering Switch, Adaptive Cruise Control * Ambience Lighting, Cabin Lamp LED * AC Digital Quad Zone * Electric Sliding Door (L/R) * TV Roof Monitor With Remote * Toyota Headunit LCD Touchscreen Navi, Multimedia, Phone Connection * Electric Leather Seat (PILOT SEAT) + Memory Seat * Heater + Cooler Seat + Lumbar Support * 360 View Parking Camera, Parking Sensor * LED Projector Headlamp, Foglamp LED * Rear LED Stop Lamp * SRS Airbags, ABS, EBD, BA VSC, TRC, COMPLETE SAFETY CAR * Power Back Door * Kaca Film Vkool * Buku Manual + Service, Kunci Cadangan Tersedia LOKASI : Bursa Otomotif Mangga Dua Square, Focus Motor, Jakarta Utara. (2RC) (D)"
mazda 2 (2020),Bensin,Rp 195.000.000,>1.000 - 1.500 cc,"Pasar Minggu, Jakarta Selatan",Automatic,35.000-40.000 Km,"Deskripsi FOR SALE All New Mazda 2 Mazda2 1.5 GT HB Hatchback SkyactivG Merah AT NIK 2020 KM37rb Record AUTHORIZED !! - BELI MOBIL BEKAS TANPA KHAWATIR CUMA DI BELANJAMOBIL! Kami Berikan Garansi Langsung 1 Tahun GRATIS! Jaminan Garansi Meliputi : 1. Mesin 2. Transmisi 3. ⁠AC 4. ⁠Kaki-kaki 5. ⁠Sistem Pengereman 6. ⁠Layanan ERA (Emergency Road Asistance, Towing darurat) Bonus! Free Detailing (pembersihan) 2x (1 tahun) -UNIT 100% BEBAS TABRAK DAN BEBAS BANJIR (garansi uang kembali) -Dokumen ABSAH ⁠Focus Motor / Belanja Mobil sudah hadir di Indonesia sejak 25 tahun. Prioritas kami adalah menjaga kepuasan customer dan berkomitmen untuk menghadirkan mobil bekas terbaik untuk konsumen. - OTR KREDIT 195JT OTR CASH BY CALL Bunga 0% TDP 166,556,000 Angsuran 7,818,000 x11 DP Minim Tdp 40jt Angs 5,915,000 x47tlo Tdp 36jt Angs 5,249,000 x59 tlo UNTUK REQUEST DP / HITUNGAN LAIN, SILAKAN HUBUNGI KAMI Harga kredit tertera adalah harga minimal kredit dengan tenor 4 & 5 tahun, diluar itu mengikuti harga Cash (karena kami mensubsidi refund bunga kepada anda) - Spesifikasi : #Engine 1.5 SkyactivG Auto ECO Mode #Pajak Bulan 10-2025 #AtasNamaPribadi * Keyless Start Engine * Cruisecontrol & Audiosteer * Electric Retract Mirror * Interior Headunit Toucshcreen Nav1 Camera Wireless Charging, Head Up Display ( HUD ), Leathersuedeseat * Eksterior Headlamp Projector Xenon, Sensorparking, Velg OEM * Buku Service Manual Kunciserep LOKASI : Bursa Otomotif Mangga Dua Square, Focus Motor, Jakarta Utara. (VVB) (A)"
mitsubishi xpander (2023),Bensin,Rp 254.000.000,>1.000 - 1.500 cc,"Pesanggrahan, Jakarta Selatan",Automatic,35.000-40.000 Km,"Deskripsi FOR SALE Mitsubishi All New Xpander Cross Premium Plus 1.5 CVT AT Facelift Camera360 Putih NIK 2023 KM37rb Record AUTHORIZED !! (( Tipe Terbaru Termahal New Model Beda Interior Eksterior Lampu Depan Belakang Speedometer Ilumination Velg Steer Pajero )) - BELI MOBIL BEKAS TANPA KHAWATIR CUMA DI BELANJAMOBIL! Kami Berikan Garansi Langsung 1 Tahun GRATIS! Jaminan Garansi Meliputi : 1. Mesin 2. Transmisi 3. AC 4. Kaki-kaki 5. Sistem Pengereman 6. Layanan ERA (Emergency Road Asistance, Towing darurat) Bonus! Free Detailing (pembersihan) 2x (1 tahun) -UNIT 100% BEBAS TABRAK DAN BEBAS BANJIR (garansi uang kembali) -Dokumen ABSAH Focus Motor / Belanja Mobil sudah hadir di Indonesia sejak 25 tahun. Prioritas kami adalah menjaga kepuasan customer dan berkomitmen untuk menghadirkan mobil bekas terbaik untuk konsumen. - OTR KREDIT 254JT OTR CASH BY CALL Bunga 0% TDP 209,629,000 Angsuran 10,167,000 x11 DP Normal 20% TDP 77,400,678 Angs 6,157,608 4th x47 TDP 79,017,740 Angs 5,363,078 5th x59 DP Minim Tdp 49jt Angs 7,596,500 x47 tlo Tdp 45jt Angs 6,682,500 x59 tlo Untuk request DP / Hitungan lain, silakan hubungin kami Harga kredit tertera adalah harga minimal kredit dengan tenor 4 & 5 tahun, diluar itu mengikuti harga Cash (karena kami mensubsidi refund bunga kepada anda) - Spesifikasi : #Engine 1.5 Auto ECO Mode #Pajak Bulan 7-2025 #Tangan1daribaruPribadi - Keyless Start Engine - AC Digital Double - Electric Retract Mirror + Audiosteer + Cruisecontrol - Leatherseat - Interior Headunit OEM Wide Screen + Camera360 + Wireless Charging - Eksterior Headlamp DRL LED, Bodykit, Sensorparking, Velg OEM, Rear Bumper Guard - Buku Manual Audio Kunciserep - KF Vkool LOKASI : Bursa Otomotif Mangga Dua Square, Focus Motor, Jakarta Utara. (AKR) (A)"
toyota land cruiser (2024),Diesel,Rp 2.200.000.000,>3.000 cc,"Kebayoran Baru, Jakarta Selatan",Automatic,0-5.000 Km,"Deskripsi Toyota Land Cruiser 300 GR 4x4 AT 2024 - Black On Black - Mesin Diesel 3.346cc - JBL Audio - Sunroof - Power Back Door - Km 6.000 Antik - Warna Hitam - Nopol B Ganjil - Pajak 09-2026 - Body Full Original - Atas Nama Perorangan - Nik 2024 - Warranty ATPM - Perlengkapan Kendaraan Komplit - Dijamin Kondisi Seperti Baru GARANSI : 1. Keabsahan Dokumen Kendaraan 2. Mobil tidak bekas tabrakan & tidak bekas banjir 3. Bisa di cek mesin, electrical, dan history service sebelumnya di bengkel resmi / ATPM Harga Kredit 2.200 Harga Cash 2.325 Silakan cek stok dan follow IG kami : @lbautosunter @lbauto_official LB AUTO (Masuk dari pintu 1) Bursa Otomotif Sunter Blok J8-10 & Blok KA2-8 Jl Yos Sudarso Kav 87-88, Jakarta Utara"
mitsubishi xpander (2023),Bensin,Rp 254.000.000,>1.000 - 1.500 cc,"Kebayoran Baru, Jakarta Selatan",Automatic,35.000-40.000 Km,"Deskripsi FOR SALE Mitsubishi All New Xpander Cross Premium Plus 1.5 CVT AT Facelift Camera360 Putih NIK 2023 KM37rb Record AUTHORIZED !! (( Tipe Terbaru Termahal New Model Beda Interior Eksterior Lampu Depan Belakang Speedometer Ilumination Velg Steer Pajero )) - BELI MOBIL BEKAS TANPA KHAWATIR CUMA DI BELANJAMOBIL! Kami Berikan Garansi Langsung 1 Tahun GRATIS! Jaminan Garansi Meliputi : 1. Mesin 2. Transmisi 3. AC 4. Kaki-kaki 5. Sistem Pengereman 6. Layanan ERA (Emergency Road Asistance, Towing darurat) Bonus! Free Detailing (pembersihan) 2x (1 tahun) -UNIT 100% BEBAS TABRAK DAN BEBAS BANJIR (garansi uang kembali) -Dokumen ABSAH Focus Motor / Belanja Mobil sudah hadir di Indonesia sejak 25 tahun. Prioritas kami adalah menjaga kepuasan customer dan berkomitmen untuk menghadirkan mobil bekas terbaik untuk konsumen. - OTR KREDIT 254JT OTR CASH BY CALL Bunga 0% TDP 209,629,000 Angsuran 10,167,000 x11 DP Normal 20% TDP 77,400,678 Angs 6,157,608 4th x47 TDP 79,017,740 Angs 5,363,078 5th x59 DP Minim Tdp 49jt Angs 7,596,500 x47 tlo Tdp 45jt Angs 6,682,500 x59 tlo Untuk request DP / Hitungan lain, silakan hubungin kami Harga kredit tertera adalah harga minimal kredit dengan tenor 4 & 5 tahun, diluar itu mengikuti harga Cash (karena kami mensubsidi refund bunga kepada anda) - Spesifikasi : #Engine 1.5 Auto ECO Mode #Pajak Bulan 7-2025 #Tangan1daribaruPribadi - Keyless Start Engine - AC Digital Double - Electric Retract Mirror + Audiosteer + Cruisecontrol - Leatherseat - Interior Headunit OEM Wide Screen + Camera360 + Wireless Charging - Eksterior Headlamp DRL LED, Bodykit, Sensorparking, Velg OEM, Rear Bumper Guard - Buku Manual Audio Kunciserep - KF Vkool LOKASI : Bursa Otomotif Mangga Dua Square, Focus Motor, Jakarta Utara. (AKR) (A)"
lexus nx300 (2018),Bensin,Rp 485.000.000,>1.500 - 2.000 cc,"Kebayoran Lama, Jakarta Selatan",Otomatis,50000 Km,"Deskripsi Mint Condition, No Issue. Jaminan unit tidak bekas tabrakan, banjir dan km dijamin asli. Lexus NX-300 F SPORT NIK 2018 Km 43rb record Pajak on 12/25 Fitur: Camera 360 Power tailgate Pendingin dan pemanas jok ADAS Leather seat, easy access Touch pad Headup display Etc Mesin responsif, kaki kaki senyap, no issue pada elektrikal, transmisi smooth. No minus. Cash 535jt negotiable Kredit 485jt negotiable Tdp 59, angs 17.9jt an x 35 Tdp 55, angs 14.3jt an x 47 Tdp 52, angs 12.3jt an x 59 Via BFI Tdp 116, angs 15.7jt an x 35 Tdp 104, angs 12.5jt an x 47 Tdp 45, angs 12.4jt an x 59 Via CIMB Tdp 92 Angs 12.8jt an x 47 Angs 11.1jt an x 59 Via BCA Beli Mobil Bekas Tanpa Rasa Worry di Dream Car Auto! Garansi langsung GRATIS selama 1 tahun meliputi: •Mesin •Transmisi •Cooling System •Sistem Pengereman •Towing Gratis •Pelayanan Darurat 24 Jam -JAMINAN bebas TABRAK dan BANJIR -DOKUMEN dijamin ASLI Lokasi: Dream Car Auto, Bursa Mobil Summarecon Serpong, B. 26 (Hook) IG&TIKTOK: @Dream_Car_Auto Merek mobil: Lexus Tahun pembuatan: 2018 Model mobil: NX300 Varian mobil: 2.0 F-Sport 4x2 Bensin-AT Jenis bahan bakar mobil: Bensin Jarak tempuh mobil: 50000 Warna mobil: Putih Transmisi mobil: Otomatis Tipe penjual: Dealer"
mercedes-benz glc200 (2018),Bensin,Rp 425.000.000,>1.500 - 2.000 cc,"Cilandak, Jakarta Selatan",Automatic,35.000-40.000 Km,"Deskripsi Mercedes-Benz GLC200 AMG Line Details: NIK 2018 Obsidian Black on Black Odo 37xxx Tax Paid until May Spec: Full Service Record 2.000cc Turbo 184hp / 300Nm 9G-Tronic automatic AMG Styling Package AMG 19"" Double Spoke Wheels Active Brake Assist Active Park Assist Ambient Light in 3 color Artico Leather Dashboard Artico Dinamica Suede Seats Audio 20 with Navigation Cruise Control Burmester Surrond Sound System Dynamic Select 5 driving modes Electric Front Seats with Memory Keyless Go LED High Performance Headlamps Open Pore Black Ash Wood Trim Panoramic Sliding Sunroof Powered Tailgate Rear View Camera Spare Tires Location : Bursa Mobil Bsd Block B no. 3A, B6 Jl. Raya BSD Utama, Tangerang Selatan, Urban Motorsport Benefits: 3 Steps Polishing Car is 100% guaranteed that it isn't crashed/ flooded Terima tuker tambah 30 Day warranty for Engine & Transmission From Otospector Sertifikat Garansi Bebas Tabrak Dan Banjir OTR 425jt Khusus Paket DP Minim CIMB Niaga! 4 Tahun TDP 55 Juta angs 14 jt 5 Tahun TDP 35 Juta angs 12.6 jt 6 Tahun TDP 15 Juta angs 12.1 jt Paket Cimb Niaga TDP Normal 4 Tahun TDP 125 Juta angs 11.9 jt 5 Tahun TDP 125 Juta angs 10.4jt 6 Tahun TDP 135 Juta angs 10.3 jt Paket Bunga 0% 1 Tahun TDP 340 Juta Angs 17 jt x 11 Note : TDP Sudah Termasuk : * Down Payment * Angsuran pertama * Biaya Admin * Asuransi Harga Cash by Ask"
mercedes-benz e300 (2001),Bensin,Rp 225.000.000,>2.000 - 3.000 cc,"Kebayoran Baru, Jakarta Selatan",Automatic,80.000-85.000 Km,Deskripsi Mercy E300 thn 2011 pajak On full original siap pakai
